Potential (V),Current (µA)
1.141,4.1666665
1.142,4.1666665
1.143,5.8333335
1.144,5.8333335
1.145,4.1666665
1.146,5.0
1.147,5.0
1.148,6.6666665
1.149,5.0
1.15,5.0
1.151,5.0
1.152,5.0
1.153,4.1666665
1.154,3.3333333
1.155,4.1666665
1.156,5.8333335
1.157,5.8333335
1.158,5.0
1.159,5.0
1.16,5.0
1.161,5.0
1.162,4.1666665
1.163,3.3333333
1.164,5.8333335
1.165,5.8333335
1.166,5.8333335
1.167,5.0
1.168,4.1666665
1.169,5.0
1.17,4.1666665
1.171,4.1666665
1.172,4.1666665
1.173,4.1666665
1.174,4.1666665
1.175,4.1666665
1.176,4.1666665
1.177,5.0
1.178,5.8333335
1.179,5.0
1.18,5.8333335
1.181,5.0
1.182,5.8333335
1.183,5.0
1.184,5.0
1.185,5.8333335
1.186,5.0
1.187,5.0
1.188,6.6666665
1.189,7.5
1.19,6.6666665
1.191,5.0
1.192,4.1666665
1.193,5.0
1.194,3.3333333
1.195,5.0
1.196,4.1666665
1.197,5.0
1.198,4.1666665
1.199,4.1666665
1.2,5.8333335
1.201,5.0
1.202,5.8333335
1.203,4.1666665
1.204,5.0
1.205,5.0
1.206,5.0
1.207,5.0
1.208,5.8333335
1.209,6.6666665
1.21,5.8333335
1.211,5.8333335
1.212,4.1666665
1.213,5.0
1.214,4.1666665
1.215,5.0
1.216,5.0
1.217,5.0
1.218,5.0
1.219,5.0
1.22,5.8333335
1.221,5.8333335
1.222,5.8333335
1.223,5.8333335
1.224,6.6666665
1.225,6.6666665
1.226,5.0
1.227,5.0
1.228,5.0
1.229,5.8333335
1.23,4.1666665
1.231,5.0
1.232,5.0
1.233,6.6666665
1.234,6.6666665
1.235,7.5
1.236,6.6666665
1.237,5.8333335
1.238,5.0
1.239,5.8333335
1.24,6.6666665
1.241,7.5
1.242,6.6666665
1.243,6.6666665
1.244,6.6666665
1.245,8.333333
1.246,8.333333
1.247,7.5
1.248,5.8333335
1.249,4.1666665
1.25,5.0
1.251,5.8333335
1.252,7.5
1.253,6.6666665
1.254,6.6666665
1.255,7.5
1.256,7.5
1.257,6.6666665
1.258,5.8333335
1.259,6.6666665
1.26,6.6666665
1.261,6.6666665
1.262,6.6666665
1.263,6.6666665
1.264,5.8333335
1.265,5.8333335
1.266,6.6666665
1.267,7.5
1.268,7.5
1.269,8.333333
1.27,8.333333
1.271,8.333333
1.272,8.333333
1.273,8.333333
1.274,10.0
1.275,10.0
1.276,11.666667
1.277,9.166667
1.278,9.166667
1.279,8.333333
1.28,8.333333
1.281,7.5
1.282,7.5
1.283,7.5
1.284,8.333333
1.285,7.5
1.286,8.333333
1.287,7.5
1.288,10.0
1.289,10.0
1.29,10.0
1.291,7.5
1.292,9.166667
1.293,9.166667
1.294,10.0
1.295,9.166667
1.296,9.166667
1.297,9.166667
1.298,8.333333
1.299,8.333333
1.3,7.5
1.301,7.5
1.302,8.333333
1.303,9.166667
1.304,10.0
1.305,9.166667
1.306,8.333333
1.307,7.5
1.308,7.5
1.309,6.6666665
1.31,8.333333
1.311,8.333333
1.312,8.333333
1.313,6.6666665
1.314,7.5
1.315,8.333333
1.316,10.0
1.317,10.0
1.318,11.666667
1.319,11.666667
1.32,12.5
1.321,11.666667
1.322,11.666667
1.323,10.833333
1.324,11.666667
1.325,10.0
1.326,10.0
1.327,8.333333
1.328,10.0
1.329,10.833333
1.33,12.5
1.331,12.5
1.332,12.5
1.333,12.5
1.334,10.833333
1.335,10.0
1.336,10.0
1.337,11.666667
1.338,11.666667
1.339,11.666667
1.34,11.666667
1.341,12.5
1.342,12.5
1.343,12.5
1.344,11.666667
1.345,11.666667
1.346,12.5
1.347,13.333333
1.348,13.333333
1.349,13.333333
1.35,13.333333
1.351,14.166667
1.352,13.333333
1.353,13.333333
1.354,12.5
1.355,13.333333
1.356,14.166667
1.357,15.0
1.358,15.0
1.359,15.0
1.36,14.166667
1.361,13.333333
1.362,13.333333
1.363,15.0
1.364,16.666666
1.365,16.666666
1.366,16.666666
1.367,16.666666
1.368,17.5
1.369,16.666666
1.37,15.833333
1.371,15.833333
1.372,15.833333
1.373,15.833333
1.374,14.166667
1.375,15.0
1.376,15.833333
1.377,16.666666
1.378,16.666666
1.379,16.666666
1.38,17.5
1.381,18.333334
1.382,18.333334
1.383,19.166666
1.384,19.166666
1.385,20.0
1.386,19.166666
1.387,20.0
1.388,20.0
1.389,20.833334
1.39,19.166666
1.391,20.833334
1.392,20.833334
1.393,20.833334
1.394,20.0
1.395,20.0
1.396,20.0
1.397,20.0
1.398,20.0
1.399,21.666666
1.4,25.833334
1.401,27.5
1.402,28.333334
1.403,24.166666
1.404,22.5
1.405,21.666666
1.406,22.5
1.407,23.333334
1.408,23.333334
1.409,24.166666
1.41,25.833334
1.411,25.833334
1.412,25.0
1.413,24.166666
1.414,24.166666
1.415,24.166666
1.416,25.0
1.417,25.833334
1.418,25.0
1.419,25.0
1.42,25.833334
1.421,27.5
1.422,26.666666
1.423,26.666666
1.424,25.833334
1.425,26.666666
1.426,25.833334
1.427,25.833334
1.428,25.833334
1.429,28.333334
1.43,30.0
1.431,28.333334
1.432,27.5
1.433,28.333334
1.434,31.666666
1.435,31.666666
1.436,31.666666
1.437,30.833334
1.438,31.666666
1.439,29.166666
1.44,29.166666
1.441,27.5
1.442,29.166666
1.443,28.333334
1.444,29.166666
1.445,30.0
1.446,30.833334
1.447,31.666666
1.448,31.666666
1.449,34.166668
1.45,33.333332
1.451,33.333332
1.452,32.5
1.453,33.333332
1.454,33.333332
1.455,31.666666
1.456,30.0
1.457,30.833334
1.458,32.5
1.459,33.333332
1.46,33.333332
1.461,33.333332
1.462,33.333332
1.463,33.333332
1.464,32.5
1.465,34.166668
1.466,33.333332
1.467,33.333332
1.468,32.5
1.469,33.333332
1.47,35.0
1.471,35.833332
1.472,35.833332
1.473,34.166668
1.474,35.0
1.475,34.166668
1.476,35.833332
1.477,35.833332
1.478,36.666668
1.479,35.0
